"filename", "language", "JSON", "Minecraft Function", "Markdown", "CSV", "comment", "blank", "total"
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\miningxp\foragingxp\set_goals.mcfunction", "Minecraft Function", 0, 101, 0, 0, 0, 1, 102
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\miningxp\foragingxp\spruce.mcfunction", "Minecraft Function", 0, 18, 0, 0, 0, 5, 23
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\miningxp\forestingxp.mcfunction", "Minecraft Function", 0, -120, 0, 0, 0, -2, -122
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\miningxp\get_fishing\get_fishing.mcfunction", "Minecraft Function", 0, 0, 0, 0, 0, 1, 1
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\miningxp\get_fishing\get_fishing_id.mcfunction", "Minecraft Function", 0, 3, 0, 0, 1, 2, 6
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\miningxp\miningxp.mcfunction", "Minecraft Function", 0, -158, 0, 0, 1, -2, -159
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\miningxp\miningxp\basalt.mcfunction", "Minecraft Function", 0, 18, 0, 0, 0, 3, 21
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\miningxp\miningxp\cobblestone.mcfunction", "Minecraft Function", 0, 18, 0, 0, 0, 3, 21
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\miningxp\miningxp\levelup.mcfunction", "Minecraft Function", 0, 8, 0, 0, 0, 3, 11
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\miningxp\miningxp\set_goals.mcfunction", "Minecraft Function", 0, 101, 0, 0, 0, 0, 101
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\miningxp\miningxp\stone.mcfunction", "Minecraft Function", 0, 23, 0, 0, 0, 6, 29
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\miningxp\set_all_goals.mcfunction", "Minecraft Function", 0, 4, 0, 0, 0, 1, 5
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges-always\level.mcfunction", "Minecraft Function", 0, -84, 0, 0, 7, -30, -107
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges-always\level\stage_1_basalt.mcfunction", "Minecraft Function", 0, 13, 0, 0, 0, 1, 14
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges-always\level\stage_1_cobblestone.mcfunction", "Minecraft Function", 0, 13, 0, 0, 0, 1, 14
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges-always\level\stage_1_stone.mcfunction", "Minecraft Function", 0, 29, 0, 0, 0, 2, 31
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges-always\level\stage_2.mcfunction", "Minecraft Function", 0, 14, 0, 0, 0, 0, 14
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges-always\level\stage_3.mcfunction", "Minecraft Function", 0, 27, 0, 0, 0, 11, 38
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges-always\sonstiges.mcfunction", "Minecraft Function", 0, 17, 0, 0, 9, 10, 36
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges-always\update_sequence\main.mcfunction", "Minecraft Function", 0, 55, 0, 0, 25, 29, 109
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges\bonemeal\detect.mcfunction", "Minecraft Function", 0, 7, 0, 0, 2, 4, 13
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges\bonemeal\detect_00.mcfunction", "Minecraft Function", 0, 9, 0, 0, 0, 3, 12
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges\bonemeal\detect_01.mcfunction", "Minecraft Function", 0, 9, 0, 0, 0, 3, 12
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges\bonemeal\detect_10.mcfunction", "Minecraft Function", 0, 9, 0, 0, 0, 4, 13
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges\bonemeal\detect_11.mcfunction", "Minecraft Function", 0, 9, 0, 0, 0, 4, 13
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges\bonemeal\hightlight.mcfunction", "Minecraft Function", 0, 8, 0, 0, 0, 2, 10
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges\bonemeal\trigger.mcfunction", "Minecraft Function", 0, 8, 0, 0, 0, 5, 13
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges\element_shards\lucky_drops\common.mcfunction", "Minecraft Function", 0, 8, 0, 0, 0, 0, 8
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges\element_shards\lucky_drops\epic.mcfunction", "Minecraft Function", 0, 8, 0, 0, 0, 0, 8
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges\element_shards\lucky_drops\legendary.mcfunction", "Minecraft Function", 0, 8, 0, 0, 0, 1, 9
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges\element_shards\lucky_drops\rare.mcfunction", "Minecraft Function", 0, 8, 0, 0, 0, 0, 8
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges\element_shards\trigger.mcfunction", "Minecraft Function", 0, 25, 0, 0, 0, 13, 38
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges\enderchest_return_after_close\check_change.mcfunction", "Minecraft Function", 0, 5, 0, 0, 0, 3, 8
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges\enderchest_return_after_close\check_enderchest.mcfunction", "Minecraft Function", 0, 3, 0, 0, 0, 0, 3
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges\enderchest_return_after_close\check_handelsplatz.mcfunction", "Minecraft Function", 0, 2, 0, 0, 0, 0, 2
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges\enderchest_return_after_close\check_upgradeschmiede.mcfunction", "Minecraft Function", 0, 3, 0, 0, 0, 0, 3
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges\enderchest_return_after_close\main.mcfunction", "Minecraft Function", 0, 10, 0, 0, 0, 0, 10
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges\enderchest_return_after_close\return.mcfunction", "Minecraft Function", 0, 2, 0, 0, 0, 0, 2
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges\firstlogin_set_values.mcfunction", "Minecraft Function", 0, 3, 0, 0, 0, -1, 2
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges\no_armor_drops_with_element_sword.mcfunction", "Minecraft Function", 0, 11, 0, 0, 0, 3, 14
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\sonstiges\savely_give_loot.mcfunction", "Minecraft Function", 0, 11, 0, 0, 0, 4, 15
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\abgaben\angel_teich\running.mcfunction", "Minecraft Function", 0, 2, 0, 0, 0, 0, 2
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\abgaben\main.mcfunction", "Minecraft Function", 0, 4, 0, 0, 2, 0, 6
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\abgaben\recycler\running.mcfunction", "Minecraft Function", 0, 2, 0, 0, 1, 1, 4
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\abgaben\stage-3_room\running.mcfunction", "Minecraft Function", 0, 1, 0, 0, -1, 0, 0
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\abgaben\stage-4_gang\running.mcfunction", "Minecraft Function", 0, 32, 0, 0, 1, 4, 37
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\abgaben\stage-4_gang\spawning.mcfunction", "Minecraft Function", 0, 6, 0, 0, 1, 2, 9
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\abgaben\stage-4_room\running.mcfunction", "Minecraft Function", 0, 34, 0, 0, 5, 5, 44
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\abgaben\stage-4_room\spawning.mcfunction", "Minecraft Function", 0, 6, 0, 0, 1, 2, 9
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\community-hub.mcfunction", "Minecraft Function", 0, -15, 0, 0, 0, -2, -17
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\leaderboards\refresh-timer.mcfunction", "Minecraft Function", 0, -18, 0, 0, -1, -1, -20
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\leaderboards\refresh_main.mcfunction", "Minecraft Function", 0, 9, 0, 0, 0, 0, 9
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\leaderboards\refresh_show.mcfunction", "Minecraft Function", 0, 11, 0, 0, 1, 7, 19
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\leer-shop.mcfunction", "Minecraft Function", 0, 87, 0, 0, 0, 0, 87
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\levelbaum.mcfunction", "Minecraft Function", 0, 3, 0, 0, 0, 0, 3
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\recycler\abgabe_fishing_token.mcfunction", "Minecraft Function", 0, 5, 0, 0, 0, 0, 5
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\recycler\abgabe_stage_1.mcfunction", "Minecraft Function", 0, 5, 0, 0, 0, 0, 5
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\recycler\abgabe_stage_2.mcfunction", "Minecraft Function", 0, 5, 0, 0, 0, 0, 5
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\recycler\abgabe_stage_3.mcfunction", "Minecraft Function", 0, 5, 0, 0, 0, 0, 5
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\recycler\spawning_stage_2.mcfunction", "Minecraft Function", 0, 3, 0, 0, 0, 1, 4
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\recycler\spawning_stage_3.mcfunction", "Minecraft Function", 0, 3, 0, 0, 0, 0, 3
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\recycler\update.mcfunction", "Minecraft Function", 0, 5, 0, 0, 0, 1, 6
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\tokens\abgaben\recycler_crimson_wines.mcfunction", "Minecraft Function", 0, 3, 0, 0, 0, 1, 4
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\tokens\abgaben\recycler_fish.mcfunction", "Minecraft Function", 0, 2, 0, 0, 0, 1, 3
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\tokens\abgaben\recycler_stone.mcfunction", "Minecraft Function", 0, 3, 0, 0, 0, 1, 4
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\spawn\tokens\abgaben\recycler_wood.mcfunction", "Minecraft Function", 0, 3, 0, 0, 0, 1, 4
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\stages\portals.mcfunction", "Minecraft Function", 0, 3, 0, 0, 3, 2, 8
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\stages\portals\stage_1.mcfunction", "Minecraft Function", 0, 14, 0, 0, 0, 4, 18
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\stages\portals\stage_2.mcfunction", "Minecraft Function", 0, 14, 0, 0, 0, 4, 18
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\stages\portals\stage_3.mcfunction", "Minecraft Function", 0, 14, 0, 0, 0, 4, 18
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\stages\refresh-vaults.mcfunction", "Minecraft Function", 0, -3, 0, 0, 0, -2, -5
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\stages\stage-1\portal-enable.mcfunction", "Minecraft Function", 0, 3, 0, 0, 0, 0, 3
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\stages\stage-1\portal.mcfunction", "Minecraft Function", 0, 1, 0, 0, 0, 0, 1
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\stages\stage-2\portal-enable.mcfunction", "Minecraft Function", 0, 2, 0, 0, 0, 0, 2
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\stages\stage-2\portal.mcfunction", "Minecraft Function", 0, 1, 0, 0, 0, 0, 1
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\stages\stage-3\portal-enable\final.mcfunction", "Minecraft Function", 0, 2, 0, 0, 0, 0, 2
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\stages\stage-3\portal.mcfunction", "Minecraft Function", 0, 1, 0, 0, 0, 0, 1
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\stages\vaults\stage_1.mcfunction", "Minecraft Function", 0, 3, 0, 0, 0, 1, 4
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\stages\vaults\stage_2.mcfunction", "Minecraft Function", 0, 3, 0, 0, 0, 0, 3
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\stages\vaults\stage_3.mcfunction", "Minecraft Function", 0, 3, 0, 0, 0, 1, 4
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\test.mcfunction", "Minecraft Function", 0, 0, 0, 0, -409, 0, -409
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\test\playerdata_transfer.mcfunction", "Minecraft Function", 0, 712, 0, 0, 0, 0, 712
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\test\stage_sweet_berry.mcfunction", "Minecraft Function", 0, 2, 0, 0, 0, 0, 2
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\tick.mcfunction", "Minecraft Function", 0, -12, 0, 0, -2, 7, -7
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\uniques\get_dimension.mcfunction", "Minecraft Function", 0, 4, 0, 0, 0, 0, 4
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\uniques\get_name.mcfunction", "Minecraft Function", 0, 1, 0, 0, 0, 0, 1
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\uniques\set_name.mcfunction", "Minecraft Function", 0, 1, 0, 0, 0, 1, 2
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\uniques\trigger\allium_ghg\random.mcfunction", "Minecraft Function", 0, 2, 0, 0, 0, 0, 2
"c:\Users\Tim Fischer\curseforge\minecraft\Instances\Instances\Standart 1.21.3\saves\MINECRAFT ELEMENTS\datapacks\minecraft-elements\data\elements\function\uniques\trigger\allium_ghg\trigger.mcfunction", "Minecraft Function", 0, 20, 0, 0, 1, 10, 31
